SeqName	Description	Gene ID	log2FC	"baseMean
MtrBTN2"	"baseMean
Hemocytes"	FDR	"Confimed
Quanteval"
TRINITY_DN22778_c0_g1_i1125429	Clathrin heavy chain 1	CLTC	5.11833507	13.05959626	0.342606682	4.67E-05	TRUE
TRINITY_DN29517_c0_g2_i7159683	Hypothetical predicted protein	 -	7.096907842	26.4628908	0	4.67E-05	TRUE
TRINITY_DN11791_c0_g1_i123711	Hypothetical predicted protein	 -	-6.278352562	0	12.81368314	4.74E-05	TRUE
TRINITY_DN2944_c0_g2_i3159492	RNA polymerase II-associated protein 3	RPAP3	1.611269921	89.66697098	29.34480945	4.74E-05	TRUE
TRINITY_DN36438_c0_g1_i1184790	Hypothetical predicted protein	 -	5.844325926	11.10570064	0	4.74E-05	TRUE
TRINITY_DN1719_c0_g1_i380815	DNA replication licensing factor Mcm5	MCM5	2.139947296	155.1022155	35.20289743	4.78E-05	TRUE
TRINITY_DN1754_c1_g1_i984383	RNA-directed DNA polymerase from mobile element jockey	jockey\pol	5.513280597	12.32538925	0.174833387	4.86E-05	TRUE
TRINITY_DN3904_c0_g2_i1192715	Hypothetical predicted protein	 -	-4.86745481	0.89728781	26.15393623	4.88E-05	TRUE
TRINITY_DN4255_c0_g2_i9203021	"Beta-1,4-galactosyltransferase 1 "	B4GALT1	-2.353071798	3.88400025	19.86659679	4.95E-05	TRUE
TRINITY_DN2707_c1_g1_i4149999	Neurocan core protein	NCAN	-8.021628571	0	42.87821046	4.96E-05	TRUE
TRINITY_DN4630_c0_g2_i3212687	rRNA 2'-O-methyltransferase fibrillarin	FBL	2.674148803	158.1287972	24.75760074	4.96E-05	TRUE
TRINITY_DN855_c0_g1_i10290966	Hypothetical predicted protein	 -	-3.819129414	3.625143647	50.89143333	5.05E-05	TRUE
TRINITY_DN177040_c0_g1_i185707	Cell division control protein 42 homolog	CDC42	-4.585632636	1.184731316	28.62464858	5.10E-05	TRUE
TRINITY_DN4319_c1_g1_i1204704	"3-hydroxyisobutyrate dehydrogenase, mitochondrial"	HIBADH	-2.230130946	1.49335622	7.019240405	5.13E-05	TRUE
TRINITY_DN6471_c0_g2_i1254918	Hypothetical predicted protein	 -	-3.748473026	0.89728781	12.0434435	5.21E-05	TRUE
TRINITY_DN2967_c0_g1_i8160253	RNA-binding protein 25	RBM25	4.292963436	17.0992718	0.862032882	5.26E-05	TRUE
TRINITY_DN90034_c0_g1_i10297845	Hypothetical predicted protein	 -	-4.080912589	0	2.786250029	5.33E-05	TRUE
TRINITY_DN2711_c0_g2_i4150153	Death-associated protein 1	DAP	1.147692057	115.1573241	51.97139934	5.39E-05	TRUE
TRINITY_DN7584_c0_g1_i2275343	Ras-related GTP-binding protein A 	RRAGA	2.957674759	5.440900664	0.696245719	5.45E-05	TRUE
TRINITY_DN27843_c0_g2_i1153313	Hypothetical predicted protein	 -	6.148938746	19.12139145	0.180009956	5.51E-05	TRUE
TRINITY_DN7888_c0_g1_i2280485	Hypothetical predicted protein	 -	-3.513109289	0.308624904	3.663607403	5.76E-05	FALSE
TRINITY_DN10493_c0_g1_i56426	Hypothetical predicted protein	 -	5.884304069	11.41966082	0	5.77E-05	TRUE
TRINITY_DN4398_c0_g2_i3206572	E3 ubiquitin-protein ligase MARCHF5	MARCHF5	1.250204084	27.95145112	11.74105981	5.77E-05	TRUE
TRINITY_DN152829_c0_g1_i162731	Hypothetical predicted protein	 -	6.971687698	24.26222391	0	5.77E-05	TRUE
TRINITY_DN34054_c0_g1_i2176849	Hypothetical predicted protein	 -	-4.835964928	0.287443506	9.168078049	5.89E-05	TRUE
TRINITY_DN22089_c0_g1_i1120272	Glycerol-3-phosphate acyltransferase	GPAT	3.919869923	42.69127539	2.835792951	5.97E-05	TRUE
TRINITY_DN3247_c0_g1_i6171727	"Medium-chain acyl-CoA ligase ACSF2, mitochondrial"	ACSF2	-6.27556177	0	12.78162194	5.97E-05	TRUE
TRINITY_DN12914_c0_g1_i136970	Hypothetical predicted protein	 -	-7.420137253	0	28.25885223	5.98E-05	TRUE
TRINITY_DN8741_c0_g1_i4293796	Phosphatidylinositol 3-kinase regulatory subunit alpha	PIK3R1	-1.675956386	2.69186343	8.613541436	6.02E-05	TRUE
TRINITY_DN83599_c0_g1_i5287958	Hypothetical predicted protein	 -	4.536996303	8.750013902	0.342606682	6.04E-05	TRUE
TRINITY_DN33961_c0_g3_i1176596	Hypothetical predicted protein	 -	3.988956096	8.304824876	0.519426201	6.11E-05	TRUE
TRINITY_DN15492_c0_g2_i764931	Hypothetical predicted protein	 -	6.138862689	13.60693149	0	6.14E-05	TRUE
TRINITY_DN1812_c0_g1_i1389272	Trafficking protein particle complex subunit 3	TRAPPC3	1.478189596	84.16340154	30.20796413	6.14E-05	TRUE
TRINITY_DN1934_c0_g1_i198676	Hypothetical predicted protein	 -	-6.031676083	0.59606841	39.05533281	6.19E-05	TRUE
TRINITY_DN1232_c0_g1_i130596	Proto-oncogene c-Fos	FOS	-1.953267097	25.20360869	97.54080084	6.20E-05	TRUE
TRINITY_DN1250_c1_g1_i332650	Nuclear receptor coactivator 2	NCOA2	6.203050493	14.22848146	0	6.25E-05	TRUE
TRINITY_DN1063_c0_g1_i108205	Hypothetical predicted protein	 -	5.315014928	10.73146131	0.180009956	6.32E-05	TRUE
TRINITY_DN316151_c0_g3_i2168579	Hypothetical predicted protein	 -	2.948848567	92.75198159	11.99583519	6.32E-05	TRUE
TRINITY_DN24428_c1_g1_i1137065	Hypothetical predicted protein	 -	-2.444246019	19.18145063	104.3541835	6.33E-05	TRUE
TRINITY_DN125071_c0_g1_i132587	Anaphase-promoting complex subunit CDC26	CDC26	1.185110031	167.7289402	73.80286184	6.49E-05	TRUE
TRINITY_DN43366_c0_g2_i2205124	Hypothetical predicted protein	 -	5.602212377	9.394815497	0	6.56E-05	TRUE
TRINITY_DN4089_c0_g1_i10198323	Microtubule-associated protein 1S	MAP1S	1.821910725	16.6911103	4.72468163	6.56E-05	TRUE
TRINITY_DN7359_c0_g2_i1271300	"Actin, cytoplasmic"	 -	-3.613837793	1.184731316	14.62061108	6.56E-05	TRUE
TRINITY_DN5494_c0_g1_i5235160	Equilibrative nucleoside transporter 1	SLC29A1	2.788127989	14.48576358	2.086813872	6.60E-05	TRUE
TRINITY_DN35447_c0_g1_i2181369	Transforming acidic coiled-coil-containing protein 3	TACC3	4.434599677	4.177814146	0	6.72E-05	TRUE
TRINITY_DN7228_c3_g1_i2269145	Septin-2	SEPTIN2	-3.057893768	1.205912714	9.967719184	6.75E-05	TRUE
TRINITY_DN4465_c0_g1_i5208317	Cleavage stimulation factor subunit 2	CSTF2	1.135462166	26.89641778	12.23591842	6.91E-05	TRUE
TRINITY_DN8742_c1_g1_i9293827	Uricase	Uox	1.281255767	17.00714071	7.002866027	6.91E-05	TRUE
TRINITY_DN83394_c0_g1_i1287698	Hypothetical predicted protein	 -	5.297614645	7.607645382	0	6.94E-05	TRUE
TRINITY_DN24230_c0_g1_i1135745	Hypothetical predicted protein	 -	-2.002766124	12.28199134	49.20917888	7.03E-05	TRUE
TRINITY_DN2085_c0_g1_i4112042	WD repeat-containing protein 61	WDR61	6.227448023	14.46822689	0	7.03E-05	TRUE
TRINITY_DN40786_c0_g1_i10197961	Secretory phospholipase A2 receptor	PLA2R1	5.494447263	8.715056611	0	7.03E-05	TRUE
TRINITY_DN4088_c0_g1_i3198304	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	ANKRD28	5.306685181	14.88809406	0.339416244	7.07E-05	TRUE
TRINITY_DN8038_c0_g2_i2282906	"Protein arginine methyltransferase NDUFAF7, mitochondrial"	NDUFAF7	3.031553893	18.58042661	2.277074359	7.14E-05	TRUE
TRINITY_DN1670_c0_g1_i475639	Prostaglandin reductase 1	PTGR1	-5.505090738	0.588662906	27.06817545	7.16E-05	TRUE
TRINITY_DN19980_c2_g1_i1104783	Ubiquitin-conjugating enzyme E2 D1	UBE2D1	1.750065662	45.94440964	13.67397218	7.18E-05	TRUE
TRINITY_DN239_c0_g3_i1134180	"ATP synthase subunit O, mitochondrial "	ATP5PO	0.951549538	541.9653658	280.3085317	7.19E-05	TRUE
TRINITY_DN18488_c0_g1_i192390	Hypothetical predicted protein	 -	5.761787522	10.48741572	0	7.25E-05	TRUE
TRINITY_DN170161_c0_g1_i278827	Hypothetical predicted protein	 -	6.031590226	12.64779005	0	7.25E-05	TRUE
TRINITY_DN10487_c0_g1_i36323	Hypothetical predicted protein	 -	-5.532627315	0.588662906	27.58702399	7.31E-05	TRUE
TRINITY_DN139811_c2_g1_i148515	Serine/arginine-rich splicing factor 11	SRSF11	-6.936670966	0.308624904	39.36974448	7.33E-05	FALSE
TRINITY_DN4316_c0_g1_i9204631	Tuftelin-interacting protein 11	TFIP11	4.107785025	18.026721	1.042042839	7.33E-05	TRUE
TRINITY_DN1409_c0_g1_i1050153	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 5	NDUFA5	-1.794081691	14.29409588	49.62980886	7.33E-05	TRUE
TRINITY_DN3375_c0_g2_i3176055	THO complex subunit 3	THOC3	1.598027963	33.83758443	11.18216401	7.39E-05	TRUE
TRINITY_DN28472_c0_g1_i1155720	Hypothetical predicted protein	 -	5.832362673	11.00512893	0	7.43E-05	TRUE
TRINITY_DN5433_c0_g1_i6233952	Glutaminyl-peptide cyclotransferase	QPCT	1.493651045	33.9348911	12.05076332	7.43E-05	TRUE
TRINITY_DN4594_c0_g2_i3211646	E3 ubiquitin-protein ligase XIAP	XIAP	1.452568334	33.40770216	12.19097546	7.48E-05	TRUE
TRINITY_DN87972_c0_g1_i1294644	Hypothetical predicted protein	 -	3.647446539	15.31471129	1.222052795	7.51E-05	TRUE
TRINITY_DN10329_c0_g1_i104331	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	JMJD6	1.601136189	32.94079236	10.85468763	7.58E-05	TRUE
TRINITY_DN18494_c2_g1_i292456	Hypothetical predicted protein	 -	4.497767414	15.84462591	0.706527673	7.64E-05	TRUE
TRINITY_DN5037_c0_g1_i10224250	Hypothetical predicted protein	 -	-2.34092963	5.096283353	25.78380133	7.65E-05	TRUE
TRINITY_DN7276_c0_g2_i2269944	Receptor-type tyrosine-protein phosphatase F	PTPRF	-6.546494823	0	15.42475413	7.68E-05	TRUE
TRINITY_DN1141_c0_g1_i418755	Hypothetical predicted protein	 -	4.667371207	167.8080688	6.594969451	7.72E-05	TRUE
TRINITY_DN8197_c0_g2_i1285523	Zinc finger protein 502	ZNF502	-3.082359927	1.787170115	15.15759508	7.80E-05	TRUE
TRINITY_DN4280_c0_g1_i2203653	G1/S-specific cyclin-D1	CCND1	1.893637006	87.19068232	23.46681508	7.93E-05	TRUE
TRINITY_DN4380_c0_g1_i6206182	Proline-rich protein 5	PRR5L	-2.987426642	2.110606028	16.63146845	7.97E-05	TRUE
TRINITY_DN54646_c0_g1_i2234525	26S proteasome non-ATPase regulatory subunit 1	PSMD1	-3.846508102	0.862330519	12.83150411	7.97E-05	TRUE
TRINITY_DN540738_c0_g1_i1233335	Anaphase-promoting complex subunit 4	ANAPC4	3.808816253	19.42909732	1.375078208	7.97E-05	TRUE
TRINITY_DN4469_c1_g1_i2208397	Hypothetical predicted protein	 -	4.604312719	21.68475171	0.900049782	7.98E-05	TRUE
TRINITY_DN2154_c0_g1_i1117108	ATP-dependent RNA helicase DHX8	DHX8	1.506090549	44.68546358	15.74031641	7.99E-05	TRUE
TRINITY_DN2664_c2_g1_i2148155	KN motif and ankyrin repeat domain-containing protein 2	KANK2	-6.255309782	0	12.60428524	8.07E-05	TRUE
TRINITY_DN19536_c0_g1_i1100457	G-protein coupled receptor 157	GPR157	-6.29884473	0	12.99604451	8.31E-05	TRUE
TRINITY_DN4753_c3_g1_i3216380	Transmembrane protein 134	TMEM134	-4.095728061	0	2.829372313	8.31E-05	TRUE
TRINITY_DN5559_c0_g1_i2236396	GRB10-interacting GYF protein 1	GIGYF1	-1.775382686	4.220176941	14.37580832	8.31E-05	TRUE
TRINITY_DN6573_c0_g1_i2256678	DNA-directed RNA polymerase I subunit RPA49	POLR1E	1.185831024	24.27653917	10.66007246	8.31E-05	TRUE
TRINITY_DN56691_c0_g1_i1238988	Hypothetical predicted protein	 -	3.973028226	4.242393455	0.180009956	8.32E-05	TRUE
TRINITY_DN1433_c0_g1_i353045	Hypothetical predicted protein	 -	4.103389596	56.83312072	3.298185316	8.42E-05	TRUE
TRINITY_DN11980_c0_g1_i126254	ER membrane protein complex subunit 4	EMC4	0.977745842	167.2013883	84.87082667	8.47E-05	TRUE
TRINITY_DN9204_c1_g1_i1300897	Hypothetical predicted protein	 -	-1.470611713	5.32758817	14.83395694	8.51E-05	TRUE
TRINITY_DN33405_c0_g1_i4174849	Hypothetical predicted protein	 -	7.416833054	33.02808393	0	8.52E-05	TRUE
TRINITY_DN51476_c0_g2_i1227203	Parathyroid hormone/parathyroid hormone-related peptide receptor	PTH1R	-3.583518427	0.287443506	3.854815169	8.52E-05	TRUE
TRINITY_DN7601_c2_g1_i7275637	Hypothetical predicted protein	 -	5.777818557	20.65346575	0.339416244	8.64E-05	TRUE
TRINITY_DN3565_c0_g3_i1182185	"Actin, cytoplasmic"	 -	-6.525837614	0.609844304	55.25749283	8.64E-05	TRUE
TRINITY_DN12558_c0_g1_i133261	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HNRNPUL2	5.225751158	19.5899918	0.522616638	8.71E-05	TRUE
TRINITY_DN8107_c0_g1_i5284000	WD repeat-containing protein 5B	WDR5B	0.914012175	26.06370928	13.81648169	8.76E-05	TRUE
TRINITY_DN10377_c0_g2_i14954	Hypothetical predicted protein	 -	2.39792394	24.9308165	4.72791183	8.78E-05	TRUE
TRINITY_DN18465_c0_g1_i192173	Toll-like receptor 2	TLR2	-6.293653487	0.3012194	25.22540311	8.78E-05	TRUE
TRINITY_DN4052_c0_g1_i13197083	Breast cancer metastasis-suppressor 1-like protein	BRMS1L	-5.220011496	0	6.161570844	8.94E-05	FALSE
TRINITY_DN3074_c1_g1_i3164946	Hypothetical predicted protein	 -	4.807342716	14.74358507	0.5348533	8.96E-05	TRUE
TRINITY_DN3061_c0_g1_i1164407	ATP-dependent RNA helicase DDX27	DDX27	2.316876572	38.26254951	7.67711822	8.98E-05	TRUE
TRINITY_DN20472_c1_g1_i1109169	FAD-dependent oxidoreductase domain-containing protein 2	FOXRED2	-3.383419103	1.49335622	15.60470423	9.04E-05	TRUE
TRINITY_DN89076_c0_g2_i8296316	Myosin-10	MYH10	4.951613338	5.97979527	0	9.19E-05	TRUE
TRINITY_DN8223_c0_g1_i4285932	Hypothetical predicted protein	 -	-4.414310028	0.308624904	6.864628259	9.23E-05	TRUE
TRINITY_DN5645_c0_g1_i2238365	Matrix metalloproteinase-19	MMP19	4.89177704	5.742120064	0	9.34E-05	FALSE
TRINITY_DN800_c0_g1_i1282408	Methionine aminopeptidase 2	METAP2	0.87967504	169.1056028	91.92373938	9.38E-05	TRUE
TRINITY_DN7069_c0_g2_i3266434	Hypothetical predicted protein	 -	5.437716167	8.375774574	0	9.41E-05	TRUE
TRINITY_DN5758_c0_g1_i1240810	Hypothetical predicted protein	 -	-6.896119317	0	19.67103135	9.54E-05	TRUE
TRINITY_DN1135_c1_g2_i117782	armadillo repeat-containing protein 1	ARMC1	1.854139072	36.7242209	10.171212	9.54E-05	TRUE
TRINITY_DN61378_c1_g1_i1248508	Rho-associated protein kinase 2	ROCK2	-5.137748993	0	5.812543525	9.56E-05	FALSE
TRINITY_DN2148_c0_g1_i12116675	Caspase-3	CASP3	-3.12919376	2.383238526	20.91665607	9.61E-05	TRUE
TRINITY_DN92505_c0_g1_i2301689	Hypothetical predicted protein	 -	3.379596277	3.926363046	0.342606682	9.64E-05	TRUE
TRINITY_DN9785_c0_g1_i13309681	"Dynein assembly factor 5, axonemal "	DNAAF5	3.799669215	14.61546156	1.051120486	9.80E-05	TRUE
TRINITY_DN7063_c0_g1_i1266296	Extended synaptotagmin-1	ESYT1	3.133490164	18.43177716	2.105399987	9.91E-05	TRUE
TRINITY_DN2143_c0_g2_i1116227	Nuclear transcription factor Y subunit beta	NFYB	1.498611527	225.3295347	79.75100129	9.92E-05	TRUE
TRINITY_DN43609_c0_g1_i10205699	TLC domain-containing protein 1	TLCD1	-4.259247296	0	3.167615674	9.92E-05	TRUE
TRINITY_DN38539_c1_g1_i1191240	Y-box-binding protein 3	YBX3	6.755381524	29.1416774	0.180009956	9.94E-05	TRUE
TRINITY_DN5748_c0_g1_i12240578	Hypothetical predicted protein	 -	7.596185295	37.38333775	0	9.94E-05	TRUE
TRINITY_DN115764_c0_g1_i420752	Carbohydrate sulfotransferase 10	CHST10	6.20051595	19.83763849	0.176819519	9.94E-05	TRUE
TRINITY_DN29064_c0_g1_i1158098	Hypothetical predicted protein	 -	-6.630972123	0	16.34141684	9.96E-05	TRUE
TRINITY_DN320_c0_g2_i1170339	Protein-glutamine gamma-glutamyltransferase K	TGM1	-4.007033318	28.12711299	452.0086977	9.98E-05	TRUE
TRINITY_DN61794_c0_g1_i2249325	Proton-coupled folate transporter	SLC46A1	-3.792689857	0	2.29448759	1.00E-04	TRUE
TRINITY_DN2353_c0_g1_i1131015	Beta-arrestin-1	ARRB1	-1.754046425	11.96699604	40.3722032	1.00E-04	TRUE
TRINITY_DN3177_c0_g1_i5169226	CST complex subunit TEN1-like	TEN1	4.883868736	20.5360128	0.685213363	1.00E-04	TRUE
TRINITY_DN37355_c0_g1_i1187544	Hypothetical predicted protein	 -	-5.668280561	0.308624904	16.33538085	1.00E-04	TRUE
TRINITY_DN1683_c0_g1_i177065	Cytochrome P450 2J4	CYP2J4	-7.248588326	0.3012194	48.87275971	1.01E-04	TRUE
TRINITY_DN25298_c0_g1_i1141660	Hypothetical predicted protein	 -	5.999019006	12.36671693	0	1.01E-04	TRUE
TRINITY_DN11928_c0_g1_i625555	60S ribosomal export protein NMD3	NMD3	5.982296153	12.21311187	0	1.01E-04	TRUE
TRINITY_DN10142_c0_g1_i121837	"G protein-coupled receptor, rhodopsin-like"	 -	-5.938979845	0	10.10956376	1.02E-04	TRUE
TRINITY_DN26254_c0_g1_i1146357	Hypothetical predicted protein	 -	5.719650945	10.1851612	0	1.03E-04	TRUE
TRINITY_DN26199_c0_g1_i4146052	Very-long-chain enoyl-CoA reductase 	TECR	3.608838268	19.23225404	1.576896139	1.04E-04	FALSE
TRINITY_DN4259_c0_g2_i6203104	Hypothetical predicted protein	 -	4.96289327	86.58108683	2.770760084	1.04E-04	TRUE
TRINITY_DN816_c0_g1_i1285083	Hypothetical predicted protein	 -	7.457149732	47.37836212	0.176850941	1.04E-04	TRUE
TRINITY_DN7118_c0_g1_i1267313	Thrombospondin-1	THBS1	5.081656637	6.539871273	0	1.06E-04	TRUE
TRINITY_DN22771_c0_g1_i4125394	"Glutaredoxin-2, mitochondrial"	GLRX2	1.442592917	39.91365125	14.69833642	1.06E-04	TRUE
TRINITY_DN5729_c0_g1_i1240185	Transcription factor SOX-9 	SOX9	-4.92855887	0.287443506	9.775706511	1.06E-04	TRUE
TRINITY_DN806_c1_g1_i1283441	Eukaryotic translation initiation factor 3 subunit K	EIF3K	0.632253073	159.8462727	103.1660697	1.06E-04	TRUE
TRINITY_DN45926_c0_g2_i2211575	Neurobeachin	NBEAL1	-2.029584418	9.603903801	39.16182149	1.07E-04	TRUE
TRINITY_DN1536_c0_g1_i863712	Hypothetical predicted protein	 -	5.346745518	15.32277224	0.353701883	1.07E-04	TRUE
TRINITY_DN10863_c1_g1_i210732	Hypothetical predicted protein	 -	3.00319902	14.01198765	1.745380074	1.08E-04	TRUE
TRINITY_DN7891_c0_g1_i12280523	WW domain-containing oxidoreductase	WWOX	-3.35065755	0.876106412	9.069124332	1.08E-04	TRUE
TRINITY_DN1413_c0_g1_i1050604	AP-2 complex subunit sigma	AP2S1	-2.380497093	3.83423195	20.17688255	1.08E-04	TRUE
TRINITY_DN85739_c0_g2_i1291115	Hypothetical predicted protein	 -	3.802419193	12.13268644	0.862032882	1.08E-04	TRUE
TRINITY_DN1609_c0_g1_i670316	"Galactoside alpha-(1,2)-fucosyltransferase 1"	FUT1	3.555328474	90.11443355	7.658962925	1.10E-04	TRUE
TRINITY_DN25986_c0_g1_i10144817	Amiloride-sensitive sodium channel subunit beta	SCNN1B	5.712495885	10.12902251	0	1.11E-04	TRUE
TRINITY_DN805_c2_g1_i1283229	Inversin	INVS	-5.895824872	0.308624904	19.12012738	1.11E-04	TRUE
TRINITY_DN9785_c1_g4_i1309691	"Dynein assembly factor 5, axonemal "	DNAAF5	3.292217429	22.28926074	2.284268482	1.12E-04	TRUE
TRINITY_DN2416887_c0_g1_i1135317	Hypothetical predicted protein	 -	-1.213407459	24.80165788	57.48826107	1.12E-04	TRUE
TRINITY_DN6068_c0_g1_i6247222	THO complex subunit 5 homolog	THOC5	-1.090656459	8.930515304	19.05413135	1.13E-04	TRUE
TRINITY_DN1515_c0_g1_i161604	Phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	3.563497828	76.26678179	6.44645002	1.13E-04	TRUE
TRINITY_DN28965_c0_g1_i8157710	Hypothetical predicted protein	 -	5.309201329	20.75147149	0.519426201	1.13E-04	TRUE
TRINITY_DN661_c0_g1_i1257615	Cofilin	CFL1	-1.845566725	1084.331327	3897.093285	1.14E-04	TRUE
TRINITY_DN7876_c0_g1_i10280267	Hypothetical predicted protein	 -	5.413637661	22.35449549	0.519426201	1.14E-04	TRUE
TRINITY_DN2132_c12_g1_i1115435	Hypothetical predicted protein	 -	-6.734779642	0	17.56330105	1.17E-04	TRUE
TRINITY_DN15318_c0_g2_i163163	Tudor domain-containing protein 1	TDRD1	3.508142329	11.94477953	1.051120486	1.18E-04	TRUE
TRINITY_DN103959_c0_g3_i15214	Hypothetical predicted protein	 -	-4.349546961	0.918469208	18.34025855	1.19E-04	TRUE
TRINITY_DN4128_c0_g1_i1199390	Sorting nexin-1	SNX1	-3.539576853	1.191101705	13.90164764	1.19E-04	FALSE
TRINITY_DN117218_c0_g1_i222676	Hypothetical predicted protein	 -	-4.13128158	1.192136821	20.91997319	1.19E-04	TRUE
TRINITY_DN10676_c1_g1_i38649	Hypothetical predicted protein	 -	-1.7235083	22.30353238	73.4791221	1.20E-04	TRUE
TRINITY_DN1127_c0_g1_i216764	Bifunctional peptidase and arginyl-hydroxylase JMJD5	KDM8	-3.318357776	2.699268934	26.86265241	1.21E-04	TRUE
TRINITY_DN92111_c0_g3_i2301012	Hypothetical predicted protein	 -	-2.526860085	1.485950716	8.616700451	1.21E-04	FALSE
TRINITY_DN1057_c3_g1_i17451	Kynurenine--oxoglutarate transaminase 3	KYAT3	5.833072687	11.01149931	0	1.23E-04	TRUE
TRINITY_DN5401_c0_g1_i1233200	U2 small nuclear ribonucleoprotein A'	 -	-1.605280626	12.57684035	38.25478353	1.23E-04	TRUE
TRINITY_DN12581_c0_g1_i1233498	CD151 antigen	CD151	2.868501805	14.05538556	1.922199593	1.24E-04	TRUE
TRINITY_DN52647_c0_g1_i2229994	Hypothetical predicted protein	 -	-2.383306951	22.42789509	116.9842016	1.26E-04	TRUE
TRINITY_DN46867_c0_g1_i2214173	Hypothetical predicted protein	 -	3.24691193	3.567969842	0.342606682	1.26E-04	TRUE
TRINITY_DN4758_c0_g1_i2216506	Hypothetical predicted protein	 -	2.674837382	15.69064118	2.459564113	1.28E-04	TRUE
TRINITY_DN7576_c0_g1_i13275202	"Beta-1,3-galactosyltransferase 1"	B3GALT1	-4.160645092	1.184731316	21.36602383	1.28E-04	TRUE
TRINITY_DN3561_c0_g1_i9182043	Hypothetical predicted protein	 -	-3.861119185	1.205912714	17.43216807	1.29E-04	TRUE
TRINITY_DN1080_c0_g2_i110055	Matrix metalloproteinase-14	MMP14	-3.853214489	3.856448463	55.85580409	1.29E-04	TRUE
TRINITY_DN13932_c0_g1_i1247878	Hypothetical predicted protein	 -	-3.616230574	2.39064403	29.30821682	1.30E-04	TRUE
TRINITY_DN8314_c0_g1_i2287365	Tumor protein p63-regulated gene 1-like protein 	TPRG1L	1.665808995	17.79591193	5.598177689	1.31E-04	TRUE
TRINITY_DN5412_c0_g1_i3233457	cleavage and polyadenylation specificity factor subunit 1	CPSF1	-4.032792724	0.3012194	5.265587593	1.31E-04	FALSE
TRINITY_DN7627_c0_g1_i5276078	Hypothetical predicted protein	 -	-6.152999873	0.308624904	22.85641089	1.31E-04	TRUE
TRINITY_DN39688_c0_g2_i3194601	dCTP pyrophosphatase 1	DCTPP1	2.770395493	5.957578757	0.871110529	1.32E-04	TRUE
TRINITY_DN6565_c0_g1_i1256517	Hypothetical predicted protein	 -	-1.803118904	4.737890149	16.61596405	1.33E-04	TRUE
TRINITY_DN1059_c0_g1_i67720	N-alpha-acetyltransferase 20	NAA20	1.725120625	76.30959671	23.07073582	1.34E-04	TRUE
TRINITY_DN7738_c0_g1_i12277950	Origin recognition complex subunit 4	ORC4	2.943661964	22.81867961	2.963460606	1.37E-04	TRUE
TRINITY_DN379541_c0_g1_i4189362	Hypothetical predicted protein	 -	3.407716517	125.3543071	11.80673612	1.39E-04	TRUE
TRINITY_DN240590_c0_g1_i5134635	Hypothetical predicted protein	 -	6.430775184	16.68006008	0	1.39E-04	TRUE
TRINITY_DN9393_c1_g1_i10303937	Hypothetical predicted protein	 -	3.612595613	3.301707734	0.180009956	1.39E-04	TRUE
TRINITY_DN53475_c2_g1_i1232057	Hypothetical predicted protein	 -	3.445906443	15.16176167	1.381459083	1.39E-04	TRUE
TRINITY_DN25420_c0_g2_i4142247	Hypothetical predicted protein	 -	5.159947225	13.4562118	0.354843344	1.40E-04	TRUE
TRINITY_DN8171_c0_g1_i11285120	Hypothetical predicted protein	 -	6.457710837	16.99402026	0	1.41E-04	TRUE
TRINITY_DN15642_c0_g1_i766348	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R2	 -	4.798021483	10.47260471	0.339416244	1.42E-04	TRUE
TRINITY_DN72094_c0_g1_i1268900	Hypothetical predicted protein	 -	4.993197556	22.30940702	0.702626595	1.42E-04	TRUE
TRINITY_DN1910_c0_g2_i497171	Hypothetical predicted protein	 -	3.771719296	11.93737403	0.871110529	1.43E-04	TRUE
TRINITY_DN1259_c0_g1_i233647	Eukaryotic translation initiation factor 3 subunit M	EIF3M	1.204347582	97.48611095	42.28221002	1.43E-04	TRUE
TRINITY_DN18141_c0_g1_i389359	Cholecystokinin receptor type A	CCKAR	-5.841128024	0	9.460723828	1.43E-04	TRUE
TRINITY_DN799_c1_g1_i1282234	Hypothetical predicted protein	 -	6.815555724	21.77634344	0	1.43E-04	TRUE
TRINITY_DN3575_c0_g2_i1182535	Hypothetical predicted protein	 -	-5.592178271	0.89728781	43.23239868	1.44E-04	TRUE
TRINITY_DN5816_c1_g1_i6242060	Protein kinase C-binding protein NELL2	NELL2	-5.51390959	0	7.545852389	1.45E-04	TRUE
TRINITY_DN10582_c2_g1_i17497	Hypothetical predicted protein	 -	5.798530531	10.75471294	0	1.46E-04	TRUE
TRINITY_DN987_c0_g1_i2310981	"NADP-dependent malic enzyme, mitochondrial"	ME3	-1.860989642	42.08366101	152.9541301	1.46E-04	TRUE
TRINITY_DN1848_c0_g1_i792407	Tripartite motif-containing protein 5	TRIM5	3.903190885	18.29244374	1.216876226	1.46E-04	TRUE
TRINITY_DN12018_c0_g1_i126666	Hypothetical predicted protein	 -	5.678299392	9.898752812	0	1.48E-04	TRUE
TRINITY_DN7247_c1_g1_i5269409	Hypothetical predicted protein	 -	1.24238751	21.09282376	8.932219981	1.49E-04	TRUE
